Version,URL,Page title,Template,Linked from,Links to,Session variables,Validation,Conditional logic
v50,/v50/victim/new-task/check-task,Check the task details are correct,v50/victim/new-task/check-task.html,,"/v50/victim/new-task/check-task-answer, /v50/victim/new-task/manual-task, /v50/victim/new-task/meeting-purpose, /v50/victim/new-task/task-due-date, /v50/victim/new-task/task-selection","existingManualTaskName, existingMeetingPurpose, existingTask, existingTaskDueDate, existingTaskNote, manualTask, manualTaskName, meetingPurpose, meetingPurposeDetails, nextTask, taskDueDate, taskNote, victimForename, victimSurname",None (prototype redirect),"data['nextTask'] | data['nextTask'] == ""dtc"" | data['nextTask'] == ""meeting-offer"" or data['nextTask'] == ""meeting-arranged"" or data['nextTask'] == ""meeting-outcome"" | data['meetingPurpose'] == ""pre-trial"" | data['manualTask'] == ""yes"" | data['manualTaskName'] | data['taskDueDate'] | data['taskNote'] == """" | data['taskDueDate'] | duplicateNonMeeting || duplicateMeeting"
v50,/v50/victim/new-task/manual-task,Set a reminder,v50/victim/new-task/manual-task.html,"/v50/victim/new-task/check-task, /v50/wft-meetings/new-task/check-task",/v50/victim/new-task/manual-task-answer,"manualTaskName, taskNote, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/new-task/meeting-purpose,Task selection,v50/victim/new-task/meeting-purpose.html,/v50/victim/new-task/check-task,/v50/victim/new-task/meeting-purpose-answer,"existingMeetingPurpose, existingTask, meetingPurposeDetails, nextTask",None (prototype redirect),
v50,/v50/victim/new-task/task-already-exists,This task already exists,v50/victim/new-task/task-already-exists.html,,"/v50/victim/new-task/task-already-exists-answer, /v50/victim/new-task/task-due-date","existingManualTaskName, existingMeetingPurpose, existingTask, existingTaskDueDate, taskDueDate, victimForename, victimSurname",None (prototype redirect),"data['existingTask'] == ""meeting-offer"" or data['existingTask'] == ""meeting-arranged"" or data['existingTask'] == ""meeting-outcome"" | data['existingMeetingPurpose'] == ""pre-trial"" | data['existingTask'] == ""dtc"" | data['existingTask'] == ""meeting-offer"" or data['existingTask'] == ""meeting-arranged"" or data['existingTask'] == ""meeting-outcome"" | data['existingMeetingPurpose'] == ""pre-trial"" | data['existingTaskDueDate']"
v50,/v50/victim/new-task/task-created,Victim onboarded,v50/victim/new-task/task-created.html,,/v50/victim,"manualTaskName, nextTask, taskDueDate",None (prototype redirect),"data['nextTask'] == ""dtc"""
v50,/v50/victim/new-task/task-due-date,Task due date,v50/victim/new-task/task-due-date.html,"/v50/pcd/draft/task-already-exists, /v50/victim/new-task/check-task, /v50/victim/new-task/task-already-exists, /v50/wft-meetings/new-task/check-task",/v50/victim/new-task/task-due-date-answer,"existingTaskDueDate, taskDueDate",None (prototype redirect),fromTaskAlreadyExists | fromPcd | fromCheck and data['taskDueDate'] | request.body.fromTaskAlreadyExists === 'yes' | request.body.fromPcd === 'yes'
v50,/v50/victim/new-task/task-selection,Task selection,v50/victim/new-task/task-selection.html,"/v50/victim/index-notasks, /v50/victim/index-withtasks, /v50/victim/index-withtasks-v3, /v50/victim/index-withtasks-v4, /v50/victim/new-task/check-task, /v50/wft-meetings/new-task/check-task",/v50/victim/new-task/next-task-answer,"existingTask, nextTask, victimForename, victimSurname",None (prototype redirect),"nextTask == ""dtc"" | nextTask == ""nfa"" | nextTask == ""stopped-charge"" | nextTask == ""altered-charge"" | nextTask == ""other"" | nextTask == ""no-task"" | nextTask == ""meeting-offer"" || nextTask == ""meeting-arranged"" || nextTask == ""meeting-outcome"""
v50,/v50/victim/task-details/another-task1,Victim record,v50/victim/task-details/another-task1.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/task-details/another-task2,Victim record,v50/victim/task-details/another-task2.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/task-details/another-task3,Victim record,v50/victim/task-details/another-task3.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/task-details/decision-to-charge,Victim record,v50/victim/task-details/decision-to-charge.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/task-details/decision-to-charge-order,Victim record,v50/victim/task-details/decision-to-charge-order.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/task-details/outcome-logged,Victim record,v50/victim/task-details/outcome-logged.html,,,"caseUrn, subTab, victimForename, victimSurname",None (prototype redirect),"(data['subTab'] == ""ptm"")"
v50,/v50/victim/task-details/outcome-logged2,Victim record,v50/victim/task-details/outcome-logged2.html,,,"caseUrn, subTab, victimForename, victimSurname",None (prototype redirect),"(data['subTab'] == ""ptm"")"
v50,/v50/victim/victim-details/address,Victim's address,v50/victim/victim-details/address.html,,/v50/victim/victim-details/address-answer,"victimAddressLine1, victimAddressLine2, victimAddressLine3, victimAddressLine4, victimAddressLine5, victimForename, victimPostCode, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/category,Victim category,v50/victim/victim-details/category.html,,/v50/victim/victim-details/category-answer,"victimForename, victimSurname",None (prototype redirect),opt.hint
v50,/v50/victim/victim-details/contact-times,Preferred contact times,v50/victim/victim-details/contact-times.html,,/v50/victim/victim-details/contact-times-answer,"preferredContactTimes, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/correspondence-language,Preferred correspondence language,v50/victim/victim-details/correspondence-language.html,,/v50/victim/victim-details/correspondence-language-answer,"preferredCorrespondenceLanguageOther, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/date-of-birth,Victim's date of birth,v50/victim/victim-details/date-of-birth.html,,/v50/victim/victim-details/date-of-birth-answer,"victimDobDay, victimDobMonth, victimDobYear, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/disability,Disability or access needs,v50/victim/victim-details/disability.html,,/v50/victim/victim-details/disability-answer,"victimDisability, victimDisabilityDetails",None (prototype redirect),
v50,/v50/victim/victim-details/email-address,Victim's email address,v50/victim/victim-details/email-address.html,,/v50/victim/victim-details/email-address-answer,"victimEmailAddress, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/ethnicity,Victim ethnicity,v50/victim/victim-details/ethnicity.html,,/v50/victim/victim-details/ethnicity-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/full-name,Victim's full name,v50/victim/victim-details/full-name.html,,/v50/victim/victim-details/full-name-answer,"victimForename, victimSurname, victimTitle",None (prototype redirect),
v50,/v50/victim/victim-details/gender,Victim gender,v50/victim/victim-details/gender.html,,/v50/victim/victim-details/gender-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/pmoc,Preferred method of contact,v50/victim/victim-details/pmoc.html,,/v50/victim/victim-details/pmoc-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/pmoc-police,Preferred method of contact for police,v50/victim/victim-details/pmoc-police.html,,/v50/victim/victim-details/pmoc-police-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/power-of-attorney,Power of attorney details,v50/victim/victim-details/power-of-attorney.html,,/v50/victim/victim-details/power-of-attorney-answer,"powerOfAttorneyEmail, powerOfAttorneyName, powerOfAttorneyPhone",None (prototype redirect),
v50,/v50/victim/victim-details/preferred-name,Victim's preferred name,v50/victim/victim-details/preferred-name.html,,/v50/victim/victim-details/preferred-name-answer,"victimForename, victimPreferredName, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/previous-convictions,Previous convictions,v50/victim/victim-details/previous-convictions.html,,/v50/victim/victim-details/previous-convictions-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/reasonable-adjustments,Reasonable adjustments,v50/victim/victim-details/reasonable-adjustments.html,,/v50/victim/victim-details/reasonable-adjustments-answer,"reasonableAdjustments, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/religion,Religion or belief,v50/victim/victim-details/religion.html,,/v50/victim/victim-details/religion-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/risk-level,Domestic abuse risk level,v50/victim/victim-details/risk-level.html,,/v50/victim/victim-details/risk-level-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/service,Change service,v50/victim/victim-details/service.html,,/v50/victim/victim-details/service-answer,"service, serviceLead, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/telephone-number,Victim's telephone number,v50/victim/victim-details/telephone-number.html,,/v50/victim/victim-details/telephone-number-answer,"victimForename, victimHomePhone, victimPhoneNumber, victimSurname, victimWorkPhone",None (prototype redirect),
v50,/v50/victim/victim-details/translator-needed,Translator needed,v50/victim/victim-details/translator-needed.html,,/v50/victim/victim-details/translator-needed-answer,"translatorNeededDetails, victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/victim-representative,Victim representative details,v50/victim/victim-details/victim-representative.html,,/v50/victim/victim-details/victim-representative-answer,"victimRepresentativeEmail, victimRepresentativeName, victimRepresentativePhone",None (prototype redirect),
v50,/v50/victim/victim-details/vps-status,VPS status,v50/victim/victim-details/vps-status.html,,/v50/victim/victim-details/vps-status-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victim/victim-details/wants-contact,Do they want to be contacted?,v50/victim/victim-details/wants-contact.html,,/v50/victim/victim-details/wants-contact-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/victims,Victims,v50/victims.html,/v50/onb/onboarded,"/v50/change-service, /v50/onb/service-lead, /v50/victim, /v50/vlo","area, caseUrn, onboardedStatus, service, serviceLead, victimForename, victimSurname, vlo",None (prototype redirect),"vloNameParts | length == 2 | data['serviceLead'] == 'Not aligned' | vlo.checked | record.surname == 'PALMER' | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] == 'Yes' | data['serviceLead'] == 'Not aligned' | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] == 'Yes' | record.onboarded | record.area | record.service in ['Universal', 'Enhanced', 'RASSO'] | record.onboarded"
v50,/v50/vlo,Victim liaison officer,v50/vlo.html,"/v50/victims, /v50/wft-meetings/victims",/v50/onb/vlo-answer,"victimForename, victimSurname, vlo",None (prototype redirect),
v50,/v50/wft-meetings/log-arranged-meeting,Tasks,v50/wft-meetings/log-arranged-meeting.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/log-arranged-meeting-check,Tasks,v50/wft-meetings/log-arranged-meeting-check.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/log-meeting-outcome,Tasks,v50/wft-meetings/log-meeting-outcome.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/log-meeting-outcome-check,Tasks,v50/wft-meetings/log-meeting-outcome-check.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/log-offer-response,Tasks,v50/wft-meetings/log-offer-response.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/log-offer-response-check,Tasks,v50/wft-meetings/log-offer-response-check.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/log-offer-task,Tasks,v50/wft-meetings/log-offer-task.html,,/v50/onb/tasks/clear-filters,"taskAssignee, taskDueDate",None (prototype redirect),assigneeNameParts | length == 2
v50,/v50/wft-meetings/new-task/check-task,Check the task details are correct,v50/wft-meetings/new-task/check-task.html,,"/v50/victim/new-task/manual-task, /v50/victim/new-task/task-due-date, /v50/victim/new-task/task-selection","manualTask, nextTask, taskDueDate, taskName, taskNote, victimForename, victimSurname",None (prototype redirect),"data['nextTask'] | data['manualTask'] == ""yes"" | data['taskName'] | data['taskDueDate'] | data['taskNote'] == """" | data['taskDueDate']"
v50,/v50/wft-meetings/new-task/manual-task,Set a reminder,v50/wft-meetings/new-task/manual-task.html,,/v50/victim/new-task/manual-task-answer,"taskDueDate, taskNote, victimForename, victimSurname",None (prototype redirect),
v50,/v50/wft-meetings/new-task/purposet,Task selection,v50/wft-meetings/new-task/purposet.html,,/v50/wft-meetings/new-task/purposet-answer,purposet,None (prototype redirect),
v50,/v50/wft-meetings/new-task/task-created,Victim onboarded,v50/wft-meetings/new-task/task-created.html,,,"manualTask, nextTask, taskDueDate, taskName, victimForename, victimSurname",None (prototype redirect),"data['manualTask'] == ""yes"""
v50,/v50/wft-meetings/new-task/task-due-date,Task due date,v50/wft-meetings/new-task/task-due-date.html,,/v50/wft-meetings/new-task/task-due-date-answer,taskDueDate,None (prototype redirect),
v50,/v50/wft-meetings/new-task/task-selection,Task selection,v50/wft-meetings/new-task/task-selection.html,,/v50/wft-meetings/new-task/next-task-answer,"victimForename, victimSurname",None (prototype redirect),
v50,/v50/wft-meetings/tasks,Tasks,v50/wft-meetings/tasks.html,,"/v50/change-task-due-date, /v50/onb/tasks/clear-filters, /v50/pcd/call/follow-up-moc, /v50/pcd/call/next-attempt-moc, /v50/pcd/call/was-text-message-sent, /v50/pcd/pre-draft/check-details, /v50/pcd/pre-draft/contacted-by, /v50/pcd/send/email-details, /v50/pcd/send/letter-details, /v50/task-assignee, /v50/victim","area, nextTask, nextTaskDueDate, pcdFumoc, pcdSent, pcdStatus, pcdType, service, taskAssignee, taskDueDate, victimForename, victimSurname, vlo",None (prototype redirect),"assigneeNameParts | length == 2 | (data['pcdSent'] == ""yes"") or (data['pcdFumoc'] == ""None"") | (data['pcdType'] == ""dtc"") | (data['pcdStatus'] == ""check-details"") | (data['pcdFumoc'] == ""email"")"
v50,/v50/wft-meetings/tasks2,Tasks,v50/wft-meetings/tasks2.html,,"/v50/change-task-due-date, /v50/onb/tasks/clear-filters, /v50/pcd/call/follow-up-moc, /v50/pcd/call/next-attempt-moc, /v50/pcd/call/was-text-message-sent, /v50/pcd/pre-draft/check-details, /v50/pcd/pre-draft/contacted-by, /v50/pcd/send/email-details, /v50/pcd/send/letter-details, /v50/task-assignee, /v50/victim","area, nextTask, nextTaskDueDate, pcdFumoc, pcdSent, pcdStatus, pcdType, service, taskAssignee, taskDueDate, victimForename, victimSurname, vlo",None (prototype redirect),"assigneeNameParts | length == 2 | (data['pcdSent'] == ""yes"") or (data['pcdFumoc'] == ""None"") | (data['pcdType'] == ""dtc"") | (data['pcdStatus'] == ""check-details"") | (data['pcdFumoc'] == ""email"")"
v50,/v50/wft-meetings/victims,Victims,v50/wft-meetings/victims.html,,"/v50/onb/service-lead, /v50/victim, /v50/vlo","area, caseUrn, onboardedStatus, serviceLead, victimForename, victimSurname, vlo",None (prototype redirect),vloNameParts | length == 2 | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] == 'Yes' | data['onboardedStatus'] != 'Yes' | data['onboardedStatus'] == 'Yes'
v51,/v51/case-locked/by-someone-else,Case locked,v51/case-locked/by-someone-else.html,,/v51/pcd/victim,,None (prototype redirect),
v51,/v51/case-locked/self-locked,Case locked,v51/case-locked/self-locked.html,,/v51/pcd/victim,,None (prototype redirect),
v51,/v51/change-service,Change service,v51/change-service.html,/v51/victims,/v51/change-service-answer,"service, serviceLead, victimForename, victimSurname",None (prototype redirect),
v51,/v51/change-task-due-date,Change task due date,v51/change-task-due-date.html,"/v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/change-task-due-date-answer,"reasonForDueDateChange, taskDueDate",None (prototype redirect),newDueDate === previousDueDate
v51,/v51/next-task-due-date,Task due date,v51/next-task-due-date.html,/v51/tasks,/v51/change-task-due-date-answer,taskDueDate,None (prototype redirect),newDueDate === previousDueDate
v51,/v51/onb/check-details,Check the details before drafting the letter,v51/onb/check-details/index.html,,"/v51/onb/check-details-answer, /v51/onb/check-details/case-type, /v51/onb/check-details/pmoc, /v51/onb/check-details/preferred-contact-times, /v51/onb/check-details/preferred-correspondence-language, /v51/onb/check-details/preferred-name, /v51/onb/check-details/risk-level, /v51/onb/check-details/translator-needed, /v51/onb/check-details/vps-status, /v51/onb/check-task-vlo, /v51/onb/service-lead","caseType, detailChange, onboardedStatus, pmoc, preferredContactTimes, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, preferredName, riskLevel, serviceLead, successNotification, translatorNeeded, victimForename, victimSurname, vlo, vpsStatus",None (prototype redirect),"(data['successNotification'] == ""yes"") and (data['onboardedStatus'] == ""Yes"") | data['detailChange'] == ""no"" | data['serviceLead'] == 'Not aligned' | data['serviceLead'] == ""Not aligned"" | data['preferredCorrespondenceLanguage'] == ""Other"" | data['vlo'] | data['caseType'] | data['riskLevel'] | data['pmoc'] | data['preferredCorrespondenceLanguage'] == ""English"" or data['preferredCorrespondenceLanguage'] == ""Welsh"" or data['preferredCorrespondenceLanguage'] == ""Other"" | data['preferredCorrespondenceLanguage'] == ""Other"" | data['translatorNeeded'] == ""Yes"" or data['translatorNeeded'] == ""No"" | data['preferredContactTimes'] | data['preferredName'] | data['vpsStatus']"
v51,/v51/onb/check-details/case-type,Charging type,v51/onb/check-details/case-type.html,/v51/onb/check-details,/v51/check-details/case-type-answer,,None (prototype redirect),
v51,/v51/onb/check-details/pmoc,Preferred method of contact,v51/onb/check-details/pmoc.html,/v51/onb/check-details,/v51/check-details/pmoc-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-details/preferred-contact-times,Preferred contact times,v51/onb/check-details/preferred-contact-times.html,/v51/onb/check-details,/v51/check-details/preferred-contact-times-answer,"preferredContactTimes, victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-details/preferred-correspondence-language,Preferred correspondence language,v51/onb/check-details/preferred-correspondence-language.html,/v51/onb/check-details,/v51/check-details/preferred-correspondence-language-answer,"preferredCorrespondenceLanguageOther, victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-details/preferred-name,Preferred name,v51/onb/check-details/preferred-name.html,/v51/onb/check-details,/v51/check-details/preferred-name-answer,"preferredName, victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-details/risk-level,Domestic abuse risk level,v51/onb/check-details/risk-level.html,/v51/onb/check-details,/v51/check-details/risk-level-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-details/translator-needed,Translator needed,v51/onb/check-details/translator-needed.html,/v51/onb/check-details,/v51/check-details/translator-needed-answer,"translatorNeededDetails, victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-details/vps-status,VPS status,v51/onb/check-details/vps-status.html,/v51/onb/check-details,/v51/check-details/vps-status-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/check-task,Check the task details are correct,v51/onb/check-task.html,,"/v51/onb/check-task-answer, /v51/onb/manual-task, /v51/onb/meeting-purpose, /v51/onb/next-task, /v51/onb/next-task-due-date","manualTask, manualTaskName, meetingPurpose, meetingPurposeDetails, nextTask, taskDueDate, taskNote, victimForename, victimSurname",None (prototype redirect),"data['nextTask'] | data['nextTask'] == ""dtc"" | data['nextTask'] == ""no-task"" | data['nextTask'] == ""meeting-offer"" or data['nextTask'] == ""meeting-arranged"" or data['nextTask'] == ""meeting-outcome"" | data['meetingPurpose'] == ""pre-trial"" | data['manualTask'] == ""yes"" | data['manualTaskName'] | data['taskDueDate'] | data['taskNote'] == """" | data['taskDueDate'] | data['nextTask'] == ""no-task"""
v51,/v51/onb/check-task-vlo,Victim liaison officer,v51/onb/check-task-vlo.html,/v51/onb/check-details,/v51/onb/check-task-vlo-answer,"victimForename, victimSurname, vlo",None (prototype redirect),request.session.data.vloReturnTo === 'check-task' | request.session.data.vloReturnTo === 'check-details'
v51,/v51/onb/manual-task,Create a task,v51/onb/manual-task.html,/v51/onb/check-task,/v51/onb/manual-task-answer,"manualTaskName, taskDueDate, taskNote, victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/meeting-purpose,Task selection,v51/onb/meeting-purpose.html,/v51/onb/check-task,/v51/onb/meeting-purpose-answer,meetingPurposeDetails,None (prototype redirect),
v51,/v51/onb/next-task,Next task,v51/onb/next-task.html,/v51/onb/check-task,/v51/onb/next-task-answer,"nextTask, victimForename, victimSurname",None (prototype redirect),"nextTask == ""other"" | nextTask == ""no-task"" | nextTask == ""meeting-offer"" || nextTask == ""meeting-arranged"" || nextTask == ""meeting-outcome"""
v51,/v51/onb/next-task-due-date,Task due date,v51/onb/next-task-due-date.html,/v51/onb/check-task,/v51/onb/next-task-due-date-answer,taskDueDate,None (prototype redirect),
v51,/v51/onb/onboarded,Victim onboarded,v51/onb/onboarded.html,,/v51/victims,"manualTaskName, nextTask, taskDueDate, victimForename, victimSurname",None (prototype redirect),"data['nextTask'] == ""dtc"""
v51,/v51/onb/pmoc,Preferred method of contact,v51/onb/pmoc.html,,/v51/onb/pmoc-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/onb/service-lead,Service lead,v51/onb/service-lead.html,"/v51/onb/check-details, /v51/victims, /v51/wft-meetings/victims",/v51/onb/service-lead-answer,"victimForename, victimSurname",None (prototype redirect),"onboardedStatus == ""no"""
v51,/v51/other/call-logged,Telephone call logged,v51/other/call-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/other/contacted-by,How did you contact the victim?,v51/other/contacted-by.html,,/v51/other/contacted-by-answer,"contactedBy, otherContactMethod, victimForename, victimSurname",None (prototype redirect),"contactedBy == ""call"" | contactedBy == ""email"" | contactedBy == ""post"" | contactedBy == ""text"" | contactedBy == ""in-person"" | contactedBy == ""other"""
v51,/v51/other/email-details,Log an email,v51/other/email-details.html,,/v51/other/email-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, otherCommunications, otherEmailDate, otherEmailHour, otherEmailMinutes, otherEmailType, otherIndividual, otherIndividualName, otherIndividualRole, purposeOfCommunication, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | !Array.isArray(request.session.data['otherCommunications'])
v51,/v51/other/email-logged,Email logged,v51/other/email-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/other/in-person,Log an in-person conversation,v51/other/in-person.html,,/v51/other/in-person-answer,"otherCommunications, otherInPersonDate, otherInPersonHour, otherInPersonMinutes, otherIndividual, otherIndividualName, otherIndividualRole, purposeOfCommunication, victimForename, victimSurname",None (prototype redirect),!Array.isArray(request.session.data['otherCommunications'])
v51,/v51/other/in-person-logged,In-person meeting logged,v51/other/in-person-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/other/letter-details,Log a letter,v51/other/letter-details.html,,/v51/other/letter-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, otherCommunications, otherIndividual, otherIndividualName, otherIndividualRole, otherLetterDate, otherLetterHour, otherLetterMinutes, otherLetterType, purposeOfCommunication, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | !Array.isArray(request.session.data['otherCommunications'])
v51,/v51/other/letter-logged,Letter logged,v51/other/letter-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/other/log,Log a communication,v51/other/log.html,,,"dateOfCommunicationDay, dateOfCommunicationMonth, dateOfCommunicationYear, individualOtherName, purposeOfCommunication",None (prototype redirect),
v51,/v51/other/other,Log other communication,v51/other/other.html,,/v51/other/other-details-answer,"otherCommsDate, otherCommsHour, otherCommsMinutes, otherCommsType, otherCommunications, otherContactMethod, otherIndividual, otherIndividualName, otherIndividualRole, purposeOfCommunication, victimForename, victimSurname",None (prototype redirect),!Array.isArray(request.session.data['otherCommunications'])
v51,/v51/other/other-logged,Other communication logged,v51/other/other-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/other/telephone-call,Log a telephone call,v51/other/telephone-call.html,,/v51/other/telephone-call-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, otherCallDate, otherCallHour, otherCallMinutes, otherCallType, otherCommunications, otherIndividual, otherIndividualName, otherIndividualRole, purposeOfCommunication, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | !Array.isArray(request.session.data['otherCommunications'])
v51,/v51/other/text-message,Log a text message,v51/other/text-message.html,,/v51/other/text-message-answer,"otherCommunications, otherIndividual, otherIndividualName, otherIndividualRole, otherTextMessageDate, otherTextMessageHour, otherTextMessageMinutes, otherTextMessageType, purposeOfCommunication, victimForename, victimSurname",None (prototype redirect),!Array.isArray(request.session.data['otherCommunications'])
v51,/v51/other/text-message-logged,Text message logged,v51/other/text-message-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/overview,Overview,v51/overview.html,,/v51/onb/tasks,,None (prototype redirect),
v51,/v51/overview2,Overview,v51/overview2.html,,,,JS submit guard,
v51,/v51/overview3,Overview,v51/overview3.html,,,,JS submit guard,
v51,/v51/overview4,Overview,v51/overview4.html,,,,JS submit guard,
v51,/v51/overview5,Overview,v51/overview5.html,,,,JS submit guard,
v51,/v51/overview6-initial,Overview,v51/overview6-initial.html,,,,None (prototype redirect),
v51,/v51/overview6-vlm,Overview,v51/overview6-vlm.html,,,,None (prototype redirect),
v51,/v51/overview6-vlo,Overview,v51/overview6-vlo.html,,,,None (prototype redirect),
v51,/v51/pcd/call/follow-up-moc,Follow-up method of contact,v51/pcd/call/follow-up-moc.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/pcd/call/follow-up-moc-answer,"pcdCallAttempt, pcdFumoc, victimForename, victimSurname",None (prototype redirect),"pcdFumoc == ""Email"" | pcdCallAttempt == ""1"" | pcdCallAttempt == ""2"" | pcdFumoc == ""Post"" | pcdCallAttempt == ""1"" | pcdCallAttempt == ""2"" | pcdCallAttempt == ""1"" | pcdCallAttempt == ""2"""
v51,/v51/pcd/call/next-attempt-moc,Next attempt method of contact,v51/pcd/call/next-attempt-moc.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/pcd/call/next-attempt-moc-answer,"pcdAttemptToContactAgain, pcdCallAttempt",None (prototype redirect),"pcdAttemptToContactAgain == ""call"" | pcdCallAttempt == ""1"" | pcdAttemptToContactAgain == ""email"" | pcdCallAttempt == ""1"" | pcdCallAttempt == ""2"""
v51,/v51/pcd/call/phone-call-1,Telephone call 1,v51/pcd/call/phone-call-1.html,,/v51/pcd/call/phone-call-1-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, pcdCallDate1, pcdVictimInformed1, victimForename, victimSurname",None (prototype redirect),"data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | pcdVictimInformed1 == ""Yes"""
v51,/v51/pcd/call/phone-call-2,Telephone call 2,v51/pcd/call/phone-call-2.html,,/v51/pcd/call/phone-call-2-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, pcdCallDate2, pcdVictimInformed2, victimForename, victimSurname",None (prototype redirect),"data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | pcdVictimInformed2 == ""Yes"""
